question_id,disease_category,disease_prevalence,question_type,requires_visual_reasoning,original_disease,canonical_disease,disease_subcategory
926,Genetic Rare,rare,diagnosis,True,Self-Improving Collodion Ichthyosis,Self-Improving Collodion Ichthyosis,Genodermatoses
929,Inflammatory,moderate,diagnosis,False,Systemic Lupus Erythematosus,Systemic Lupus Erythematosus,Autoimmune
931,Inflammatory,moderate,diagnosis,False,Hemorrhagic Cystitis,Hemorrhagic Cystitis,Unclassified
932,Metabolic Systemic,moderate,diagnosis,False,Cancer-Therapy-Related Cardiotoxicity,Cancer Therapy-Related Cardiotoxicity,Systemic Disease Manifestations
936,Infectious,rare,diagnosis,False,Chronic Cutaneous Mucormycosis,Cutaneous Mucormycosis,Fungal
937,Infectious,rare,diagnosis,False,Chronic Mucosal Mucormycosis,Mucosal Mucormycosis,Fungal
933,Infectious,rare,diagnosis,False,Leishmaniasis,Leishmaniasis,Parasitic & Other
939,Inflammatory,moderate,diagnosis,False,Kawasaki Disease,Kawasaki Disease,Vascular & Urticarial
940,Neoplastic,rare,diagnosis,False,Eruptive Keratoacanthoma-Like Lesions,Eruptive Keratoacanthoma,Premalignant
938,Inflammatory,rare,diagnosis,True,Cutaneous Plasmacytosis,Cutaneous Plasmacytosis,Autoimmune
942,Neoplastic,rare,diagnosis,False,Primary Melanoma Of The Lacrimal Gland,Primary Melanoma Of The Lacrimal Gland,Malignant
943,Inflammatory,common,diagnosis,True,Psoriasis,Psoriasis,Papulosquamous
941,Infectious,rare,diagnosis,False,Legionella Micdadei Pneumonia,Legionella Micdadei Pneumonia,Bacterial
944,Infectious,rare,diagnosis,False,Pulmonary Blastomycosis,Pulmonary Blastomycosis,Fungal
945,Inflammatory,rare,diagnosis,False,Microscopic Polyangiitis,Microscopic Polyangiitis,Vascular & Urticarial
947,Inflammatory,rare,diagnosis,False,Aseptic Lymphocytic Vasculitis-Associated Lesion (Alval),Aseptic Lymphocytic Vasculitis-Associated Lesion,Vascular & Urticarial
948,Genetic Rare,rare,diagnosis,False,Hermansky-Pudlak Syndrome,Hermansky-Pudlak Syndrome,Syndromic
946,Neoplastic,rare,diagnosis,False,Cutaneous Metastasis Of Colorectal Signet Ring Cell Adenocarcinoma,Cutaneous Metastasis Of Colorectal Signet Ring Cell Adenocarcinoma,Malignant
952,Infectious,rare,diagnosis,False,Scrofuloderma,Scrofuloderma,Bacterial
953,Infectious,moderate,diagnosis,False,Lupus Vulgaris,Lupus Vulgaris,Bacterial
955,Neoplastic,rare,diagnosis,True,Nodular Hidradenoma,Nodular Hidradenoma,Benign
956,Neoplastic,rare,diagnosis,True,Collision Tumor: Metastatic Melanoma Within Meningioma,Collision Tumor: Metastatic Melanoma Within Meningioma,Malignant
951,Inflammatory,moderate,diagnosis,True,Sweet'S Syndrome,Sweet's Syndrome,Neutrophilic
954,Inflammatory,moderate,diagnosis,True,Cutaneous Sarcoidosis,Cutaneous Sarcoidosis,Autoimmune
957,Genetic Rare,rare,diagnosis,False,Porokeratosis Palmaris Et Plantaris Disseminata,Porokeratosis Palmaris et Plantaris Disseminata,Genodermatoses
958,Other,rare,diagnosis,False,Giant Emphysematous Bulla,Giant Emphysematous Bulla,Unclassified
960,Inflammatory,rare,diagnosis,False,Pemphigus Erythematosus,Pemphigus Erythematosus,Autoimmune
959,Inflammatory,moderate,diagnosis,False,Pemphigus Vulgaris,Pemphigus Vulgaris,Autoimmune
962,Neoplastic,moderate,diagnosis,False,Mycosis Fungoides,Mycosis Fungoides,Malignant
964,Infectious,moderate,diagnosis,False,Babesia Microti Infection,Babesia Microti Infection,Parasitic & Other
965,Inflammatory,moderate,diagnosis,False,Giant Cell Arteritis With Polymyalgia Rheumatica,Giant Cell Arteritis,Vascular & Urticarial
966,Neoplastic,moderate,diagnosis,False,Metastatic Melanoma,Metastatic Melanoma,Malignant
971,Neoplastic,moderate,diagnosis,False,Intraductal Papilloma,Intraductal Papilloma,Benign
969,Inflammatory,rare,diagnosis,False,Bullous Pemphigoid-Like Localized Toxic Reaction,Bullous Pemphigoid-Like Localized Toxic Reaction,Eczematous
972,Metabolic Systemic,rare,diagnosis,False,Type I Cryoglobulinemia,Type I Cryoglobulinemia,Systemic Disease Manifestations
973,Inflammatory,rare,diagnosis,False,Generalized Pustular Psoriasis,Generalized Pustular Psoriasis,Papulosquamous
974,Inflammatory,rare,diagnosis,False,Paraneoplastic Systemic Sclerosis,Paraneoplastic Systemic Sclerosis,Autoimmune
963,Infectious,rare,diagnosis,True,Primary Cutaneous Tuberculosis With Concurrent Cryptococcosis,Primary Cutaneous Tuberculosis With Concurrent Cryptococcosis,Bacterial
977,Inflammatory,common,diagnosis,False,Papulopustular Rosacea,Papulopustular Rosacea,Neutrophilic
975,Inflammatory,rare,diagnosis,False,Toxic Epidermal Necrolysis-Like Acute Graft-Versus-Host Disease,Toxic Epidermal Necrolysis-Like Acute Graft-Versus-Host Disease,Autoimmune
978,Inflammatory,common,diagnosis,True,Erythematotelangiectatic Rosacea,Erythematotelangiectatic Rosacea,Vascular & Urticarial
976,Inflammatory,rare,diagnosis,False,Immune Checkpoint Inhibitor-Related Myelitis,Immune Checkpoint Inhibitor-Related Myelitis,Autoimmune
979,Inflammatory,rare,diagnosis,False,Immune Checkpoint Inhibitor-Induced Myositis With Mononeuritis Multiplex,Immune Checkpoint Inhibitor-Induced Myositis With Mononeuritis Multiplex,Autoimmune
980,Genetic Rare,rare,diagnosis,False,Hereditary Angioedema Due To C1-Inhibitor Deficiency,Hereditary Angioedema Due To C1-Inhibitor Deficiency,Metabolic-Genetic
982,Infectious,rare,diagnosis,False,Mucosal Leishmaniasis,Mucosal Leishmaniasis,Parasitic & Other
983,Neoplastic,common,diagnosis,True,Infiltrating Ductal Carcinoma,Invasive Ductal Carcinoma,Malignant
984,Inflammatory,rare,diagnosis,False,Fasciitis-Panniculitis Syndrome,Fasciitis-Panniculitis Syndrome,Neutrophilic
986,Infectious,moderate,diagnosis,False,Cytomegalovirus Gastroduodenitis,Cytomegalovirus Gastroduodenitis,Viral
987,Inflammatory,rare,diagnosis,False,Anti-Mda5 Antibody-Positive Dermatomyositis,Anti-MDA5 Antibody-Associated Dermatomyositis,Autoimmune
985,Inflammatory,rare,diagnosis,False,Granulomatosis With Polyangiitis,Granulomatosis With Polyangiitis,Vascular & Urticarial
988,Neoplastic,rare,diagnosis,False,Carcinoma En Cuirasse,Carcinoma En Cuirasse,Malignant
990,Other,rare,diagnosis,False,Intestinal Angioedema With Normal C1-Inhibitor Function,Intestinal Angioedema With Normal C1-Inhibitor Function,Unclassified
991,Neoplastic,rare,diagnosis,False,Inflammatory Myofibroblastic Tumor,Inflammatory Myofibroblastic Tumor,Benign
992,Neoplastic,rare,diagnosis,True,Primary Cutaneous Mucoepidermoid Carcinoma,Primary Cutaneous Mucoepidermoid Carcinoma,Malignant
993,Inflammatory,moderate,diagnosis,False,Atrioventricular Reentrant Tachycardia,Atrioventricular Reentrant Tachycardia,Unclassified
994,Neoplastic,moderate,diagnosis,False,Triple-Negative Breast Cancer,Triple-Negative Breast Cancer,Malignant
997,Neoplastic,moderate,diagnosis,False,Leptomeningeal Metastasis,Leptomeningeal Metastasis,Malignant
998,Other,rare,diagnosis,True,Nevus Lipomatosus Superficialis,Nevus Lipomatosus Superficialis,Unclassified
999,Inflammatory,moderate,diagnosis,False,Systemic Sclerosis,Systemic Sclerosis,Autoimmune
1000,Inflammatory,moderate,diagnosis,False,Granulomatosis With Polyangiitis,Granulomatosis With Polyangiitis,Vascular & Urticarial
1002,Genetic Rare,rare,diagnosis,True,Trichothiodystrophy,Trichothiodystrophy,Syndromic
1001,Inflammatory,moderate,diagnosis,True,Bullous Pemphigoid,Bullous Pemphigoid,Autoimmune
1006,Inflammatory,rare,diagnosis,False,Stevens-Johnson Syndrome,Stevens-Johnson Syndrome,Autoimmune
1005,Infectious,moderate,diagnosis,False,Mycobacterium Avium Complex Pulmonary Disease,Mycobacterium Avium Complex Pulmonary Disease,Bacterial
1008,Inflammatory,rare,diagnosis,False,Behçet'S Disease,Behçet's Disease,Neutrophilic
1007,Genetic Rare,rare,diagnosis,False,Acute Intermittent Porphyria,Acute Intermittent Porphyria,Metabolic-Genetic
1009,Genetic Rare,rare,diagnosis,False,Classical Ehlers-Danlos Syndrome,Classic Ehlers-Danlos Syndrome,Genodermatoses
1010,Neoplastic,moderate,diagnosis,False,Schwannoma,Schwannoma,Benign
1011,Infectious,moderate,diagnosis,False,Sporotrichosis,Sporotrichosis,Fungal
1013,Inflammatory,rare,diagnosis,False,Radiation-Induced Morphea,Radiation-Induced Morphea,Autoimmune
1018,Inflammatory,rare,diagnosis,False,Pemphigus Vegetans,Pemphigus Vegetans,Autoimmune
1016,Genetic Rare,rare,diagnosis,True,Nevoid Basal Cell Carcinoma Syndrome,Nevoid Basal Cell Carcinoma Syndrome,Syndromic
1017,Other,moderate,diagnosis,False,Gynecomastia,Gynecomastia,Unclassified
1020,Neoplastic,rare,diagnosis,False,Primary Cutaneous Aggressive Epidermotropic Cd8+ Cytotoxic T-Cell Lymphoma,Primary Cutaneous CD8-Positive Aggressive Epidermotropic Cytotoxic T-Cell Lymphoma,Malignant
1022,Neoplastic,rare,diagnosis,False,Malignant Pleural Mesothelioma,Malignant Pleural Mesothelioma,Malignant
1023,Inflammatory,moderate,diagnosis,False,Alopecia Areata,Alopecia Areata,Autoimmune
1021,Inflammatory,moderate,diagnosis,False,Acute Febrile Neutrophilic Dermatosis,Sweet's Syndrome,Neutrophilic
1025,Neoplastic,rare,diagnosis,False,Hypopigmented Mycosis Fungoides,Hypopigmented Mycosis Fungoides,Malignant
1026,Genetic Rare,rare,diagnosis,False,Li-Fraumeni Syndrome,Li-Fraumeni Syndrome,Syndromic
1027,Genetic Rare,rare,diagnosis,True,Dyskeratosis Congenita,Dyskeratosis Congenita,Genodermatoses
1028,Other,rare,diagnosis,False,Porto-Sinusoidal Vascular Disease,Porto-Sinusoidal Vascular Disease,Unclassified
1019,Neoplastic,rare,diagnosis,False,Methotrexate-Associated Cutaneous Peripheral T-Cell Lymphoma,Methotrexate-Associated Cutaneous Peripheral T-Cell Lymphoma,Malignant
1029,Neoplastic,rare,diagnosis,False,Medullary Thyroid Carcinoma,Medullary Thyroid Carcinoma,Malignant
1030,Inflammatory,rare,diagnosis,False,Granulomatosis With Polyangiitis,Granulomatosis With Polyangiitis,Vascular & Urticarial
1031,Inflammatory,moderate,diagnosis,False,Undifferentiated Spondyloarthritis,Undifferentiated Spondyloarthritis,Autoimmune
1032,Inflammatory,moderate,diagnosis,False,Immune Checkpoint Inhibitor-Induced Hepatitis,Immune Checkpoint Inhibitor-Induced Hepatitis,Autoimmune
1034,Inflammatory,moderate,diagnosis,False,Dermatomyositis,Dermatomyositis,Autoimmune
1037,Infectious,rare,diagnosis,True,Conjunctival Sporotrichosis,Conjunctival Sporotrichosis,Fungal
1036,Other,rare,diagnosis,False,Lactolith,Lactolith,Unclassified
1038,Inflammatory,rare,diagnosis,False,Concurrent Mpo-Anca-Associated Vasculitis And Igg4-Related Disease,Concurrent MPO-ANCA-Associated Vasculitis And IgG4-Related Disease,Autoimmune
1039,Neoplastic,rare,diagnosis,False,Cutaneous Metastasis Of Squamous Cell Cervical Carcinoma,Cutaneous Metastasis Of Squamous Cell Cervical Carcinoma,Malignant
1040,Inflammatory,rare,diagnosis,False,Acute Generalized Exanthematous Pustulosis,Acute Generalized Exanthematous Pustulosis,Neutrophilic
1035,Inflammatory,moderate,diagnosis,False,Dermatomyositis,Dermatomyositis,Autoimmune
1044,Neoplastic,rare,diagnosis,False,Smarcb1-Deficient Malignant Intraocular Tumor With Melanocytic Differentiation,SMARCB1-Deficient Malignant Intraocular Tumor With Melanocytic Differentiation,Malignant
1046,Inflammatory,moderate,diagnosis,False,Postradiation Skin Contracture With Breast Asymmetry,Postradiation Skin Contracture With Breast Asymmetry,Unclassified
1048,Neoplastic,rare,diagnosis,False,Intraocular Metastasis From Cutaneous Melanoma,Intraocular Metastasis From Cutaneous Melanoma,Malignant
1045,Inflammatory,moderate,diagnosis,False,Immunoglobulin A Vasculitis (Henoch-Schönlein Purpura),IgA Vasculitis,Vascular & Urticarial
1055,Neoplastic,rare,diagnosis,False,Adenoid Cystic Carcinoma Of The Breast,Adenoid Cystic Carcinoma of the Breast,Malignant
1058,Other,rare,diagnosis,False,Tracheal Mucosal Keratosis,Tracheal Mucosal Keratosis,Unclassified
898,Inflammatory,rare,mechanism,False,Botulinum Toxin Hypersensitivity Reaction,Botulinum Toxin Hypersensitivity Reaction,Vascular & Urticarial
